,molecule_chembl_id,canonical_smiles,standard_value,standard_units,target_chembl_id,target_organism,units,MW,LogP,HBA,HBD,RotatableBonds,violations,uM,pMIC_ug/mL-1,pMIC_uM,NEW_SMILES,ROMol,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Molecule,QED,SA,Dataset
41,CHEMBL1957719,CN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,250.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,344.116092372,2.1795,4,0,0.0,0.0,725.9633533699218,-2.3979400086720375,-2.86091469806797,CN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83140>,2.1795,57.690000000000005,0.19047619047619047,5,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4137865620>,0.7350147982974393,3.6317414268766672,Botrytis cinerea
42,CHEMBL1957729,C#CCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,250.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,368.11609237199997,2.1829,4,0,1.0,0.0,678.6249429955046,-2.3979400086720375,-2.8316298181830013,C#CCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c831b0>,2.1829,57.690000000000005,0.17391304347826086,5,5,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137865700>,0.7243218189939284,3.839220502470222,Botrytis cinerea
43,CHEMBL1957733,CN1CC2=C(C(=O)c3ccccc3C2=O)C12C(=O)Nc1ccc(Br)cc12,250.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,408.0109543760001,2.917700000000001,4,1,0.0,0.0,610.8899689423539,-2.3979400086720375,-2.7859629939014474,CN1CC2=C(C(=O)c3ccccc3C2=O)C12C(=O)Nc1ccc(Br)cc12,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83220>,2.917700000000001,66.48,0.15,5,6,0,<rdkit.Chem.rdchem.Mol object at 0x7e41378657e0>,0.7270019764099774,3.7944868431042744,Botrytis cinerea
44,CHEMBL1957734,CN1CC2=C(C(=O)c3ccccc3C2=O)C12C(=O)Nc1ccc(I)cc12,250.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,455.99709027600005,2.7598000000000003,4,1,0.0,0.0,547.9584165316862,-2.3979400086720375,-2.7387476019952115,CN1CC2=C(C(=O)c3ccccc3C2=O)C12C(=O)Nc1ccc(I)cc12,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83290>,2.7598000000000003,66.48,0.15,5,6,0,<rdkit.Chem.rdchem.Mol object at 0x7e41378658c0>,0.6198689705366813,3.898776832566867,Botrytis cinerea
45,CHEMBL1957735,Cc1ccc2c(c1)C1(C(=O)N2C)C2=C(CN1C)C(=O)c1ccccc1C2=O,250.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,358.13174243599997,2.487920000000001,4,0,0.0,0.0,697.5504817283626,-2.3979400086720375,-2.8435756429746357,Cc1ccc2c(c1)C1(C(=O)N2C)C2=C(CN1C)C(=O)c1ccccc1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83300>,2.487920000000001,57.690000000000005,0.22727272727272727,5,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e41378659a0>,0.7260400656714148,3.7047481036767387,Botrytis cinerea
46,CHEMBL1957720,CCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,500.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,358.13174243599997,2.5696000000000003,4,0,1.0,0.0,1395.100963456725,-2.6989700043360187,-3.144605638638617,CCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83370>,2.5696000000000003,57.690000000000005,0.22727272727272727,5,5,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137865a80>,0.7862114357571062,3.6268995125836216,Botrytis cinerea
47,CHEMBL1957736,CCCCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,500.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,386.16304256399997,3.349800000000002,4,0,3.0,0.0,1293.8250903736823,-2.6989700043360187,-3.111875568898443,CCCCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c833e0>,3.349800000000002,57.690000000000005,0.2916666666666667,5,5,3,<rdkit.Chem.rdchem.Mol object at 0x7e4137865b60>,0.8118101821126066,3.620555678744558,Botrytis cinerea
48,CHEMBL1957737,CCCCCCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,500.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,414.19434269199996,4.1300000000000034,4,0,5.0,0.0,1206.2580668508217,-2.6989700043360187,-3.081440230705908,CCCCCCN1C(=O)C2(C3=C(CN2C)C(=O)c2ccccc2C3=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83450>,4.1300000000000034,57.690000000000005,0.34615384615384615,5,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4137865c40>,0.6905907562808664,3.6245250552313237,Botrytis cinerea
49,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,530.148760736,4.205800000000003,7,0,7.0,1.0,47.041999096793624,-1.3979400086720377,-1.6724857692385446,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c834c0>,4.205800000000003,69.06,0.38461538461538464,5,10,7,<rdkit.Chem.rdchem.Mol object at 0x7e4137865d20>,0.45541449702144693,3.4373369828621243,Botrytis cinerea
51,CHEMBL2229450,C=C(C)[C@@H]1Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31,750.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,338.115423676,2.985500000000002,5,2,1.0,0.0,2216.5806140814934,-2.8750612633917,-3.345683530633824,C=C(C)[C@@H]1Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83530>,2.985500000000002,68.15,0.3,5,5,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137865e00>,0.7826081572385633,4.1041572696729975,Botrytis cinerea
52,CHEMBL2229451,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31,750.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,338.115423676,3.2901000000000016,5,2,0.0,0.0,2216.5806140814934,-2.8750612633917,-3.345683530633824,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31,<rdkit.Chem.rdchem.Mol object at 0x7e4134c835a0>,3.2901000000000016,68.15,0.3,5,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4137865ee0>,0.7714141093353439,4.0010433960160015,Botrytis cinerea
53,CHEMBL1774987,CC1(C)C=Cc2c(ccc3c2OC[C@@]2(O)c4ccc(O)cc4O[C@@H]32)O1,750.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,338.1154236759999,3.2901000000000016,5,2,0.0,0.0,2216.5806140814934,-2.8750612633917,-3.345683530633824,CC1(C)C=Cc2c(ccc3c2OC[C@@]2(O)c4ccc(O)cc4O[C@@H]32)O1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83610>,3.2901000000000016,68.15,0.3,5,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4137865fc0>,0.7714141093353439,4.025272215084257,Botrytis cinerea
54,CHEMBL244877,Cc1cc(O)no1,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,99.0320284,0.6886199999999998,3,1,0.0,0.0,126.14921938863041,-1.0969100130080565,-2.1008845674476544,Cc1cc(O)no1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83680>,0.6886199999999998,46.260000000000005,0.25,1,3,0,<rdkit.Chem.rdchem.Mol object at 0x7e41378660a0>,0.5200553624599652,2.9459215622325807,Botrytis cinerea
55,CHEMBL70971,COC(=O)Nc1nc2ccccc2[nH]1,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,191.069476528,1.7411999999999996,3,2,1.0,0.0,65.37998849312201,-1.0969100130080565,-1.815444839808528,COC(=O)Nc1nc2ccccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c836f0>,1.7411999999999996,67.00999999999999,0.1111111111111111,2,5,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137866180>,0.720984649471693,1.9665140472306,Botrytis cinerea
57,CHEMBL448359,O=C1CCC(O)c2cccc(O)c21,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,178.06299418,1.4021,3,2,0.0,0.0,70.1510211182634,-1.0969100130080565,-1.8460339970008663,O=C1CCC(O)c2cccc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83760>,1.4021,57.53,0.3,2,3,0,<rdkit.Chem.rdchem.Mol object at 0x7e4137866260>,0.6309545189549476,2.8649582055435694,Botrytis cinerea
58,CHEMBL2229124,C[C@@H]1C(=O)N2c3ccccc3[C@@]3(O)C[C@H](n4cnc5ccccc5c4=O)C(=O)N1[C@H]23,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,402.13280505599994,1.1324999999999998,6,1,1.0,0.0,62.1256927014736,-1.3979400086720377,-1.7932712441518581,C[C@@H]1C(=O)N2c3ccccc3[C@@]3(O)C[C@H](n4cnc5ccccc5c4=O)C(=O)N1[C@H]23,<rdkit.Chem.rdchem.Mol object at 0x7e4134c837d0>,1.1324999999999998,95.74,0.2727272727272727,6,8,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137866340>,0.6584806430594351,4.01883847313105,Botrytis cinerea
59,CHEMBL2229121,C[C@@H]1N[C@H]2N(C1=O)c1ccccc1[C@@]2(O)C[C@@H]1C(=O)N[C@](C)(O)c2nc3ccccc3c(=O)n21,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,461.169918836,0.17469999999999997,8,4,2.0,0.0,27.08688171483797,-1.0969100130080565,-1.432759011235168,C[C@@H]1N[C@H]2N(C1=O)c1ccccc1[C@@]2(O)C[C@@H]1C(=O)N[C@](C)(O)c2nc3ccccc3c(=O)n21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83840>,0.17469999999999997,136.79000000000002,0.3333333333333333,6,10,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866420>,0.42718544918976564,4.548712945180936,Botrytis cinerea
60,CHEMBL2229120,C[C@@H]1N[C@H]2N(C1=O)c1ccccc1[C@@]2(O)C[C@@H]1C(=O)N[C@@H](C)c2nc3ccccc3c(=O)n21,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,445.17500421600005,1.0706999999999995,7,3,2.0,0.0,28.059684070405105,-1.0969100130080565,-1.4480827769114377,C[C@@H]1N[C@H]2N(C1=O)c1ccccc1[C@@]2(O)C[C@@H]1C(=O)N[C@@H](C)c2nc3ccccc3c(=O)n21,<rdkit.Chem.rdchem.Mol object at 0x7e4134c838b0>,1.0706999999999995,116.56000000000003,0.3333333333333333,6,9,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866500>,0.5434700333250064,4.3628881861278295,Botrytis cinerea
61,CHEMBL2229119,C[C@H]1C(=O)N2c3ccccc3[C@@]3(O)C[C@@H]4C(=O)N[C@](C)(c5nc6ccccc6c(=O)n54)N1[C@@H]23,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,443.1593541520001,0.9083999999999999,7,2,0.0,0.0,56.374488965257505,-1.3979400086720377,-1.7510826180243821,C[C@H]1C(=O)N2c3ccccc3[C@@]3(O)C[C@@H]4C(=O)N[C@](C)(c5nc6ccccc6c(=O)n54)N1[C@@H]23,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83920>,0.9083999999999999,107.77,0.3333333333333333,8,9,0,<rdkit.Chem.rdchem.Mol object at 0x7e41378665e0>,0.5348761264698385,5.173151362637933,Botrytis cinerea
62,CHEMBL2229118,C[C@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,358.142975816,2.852400000000001,4,2,2.0,0.0,34.87713482942289,-1.0969100130080565,-1.542540800260502,C[C@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83990>,2.852400000000001,79.78,0.19047619047619047,5,6,2,<rdkit.Chem.rdchem.Mol object at 0x7e41378666c0>,0.5782003052615038,3.208548290858146,Botrytis cinerea
63,CHEMBL2229117,C[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,358.142975816,2.852400000000001,4,2,2.0,0.0,34.87713482942289,-1.0969100130080565,-1.542540800260502,C[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83a00>,2.852400000000001,79.78,0.19047619047619047,5,6,2,<rdkit.Chem.rdchem.Mol object at 0x7e41378667a0>,0.5782003052615038,3.208548290858146,Botrytis cinerea
64,CHEMBL463268,COc1ccc2c3c4n(c2c1)[C@H](C=C(C)C)OOC(C)(C)C[C@@H]4N1C(=O)[C@@H]2CCCN2C(=O)[C@]1(O)[C@H]3O,6.25,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,511.23185039599997,2.8551000000000015,8,2,2.0,1.0,12.217172457606402,-0.7958800173440752,-1.0869707044212267,COc1ccc2c3c4n(c2c1)[C@H](C=C(C)C)OOC(C)(C)C[C@@H]4N1C(=O)[C@@H]2CCCN2C(=O)[C@]1(O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83a70>,2.8551000000000015,113.70000000000002,0.5555555555555556,6,10,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866880>,0.4708616168201852,5.011076503974426,Botrytis cinerea
65,CHEMBL1089482,COc1ccc2c3c(n(CC=C(C)C)c2c1)[C@H](C=C(C)C)N1C[C@@H]2CCCN2C[C@@]1(O)[C@H]3O,6.25,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,451.283492044,4.139000000000005,6,2,4.0,0.0,13.839344037235577,-0.7958800173440752,-1.141115505744997,COc1ccc2c3c(n(CC=C(C)C)c2c1)[C@H](C=C(C)C)N1C[C@@H]2CCCN2C[C@@]1(O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83ae0>,4.139000000000005,61.10000000000001,0.5555555555555556,5,6,4,<rdkit.Chem.rdchem.Mol object at 0x7e4137866960>,0.6845033976470746,4.546604195214547,Botrytis cinerea
66,CHEMBL2229116,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)(C)O)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3OC,6.25,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,443.205635648,1.6014999999999997,6,3,4.0,0.0,14.092446448703486,-0.7958800173440752,-1.1489863931763298,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)(C)O)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3OC,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83b50>,1.6014999999999997,115.33000000000001,0.5652173913043478,5,9,4,<rdkit.Chem.rdchem.Mol object at 0x7e4137866a40>,0.6612941511865292,4.416474405742313,Botrytis cinerea
67,CHEMBL2229115,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)(C)O)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3O,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,429.189985584,0.9473999999999998,6,4,3.0,0.0,58.21087705164233,-1.3979400086720377,-1.7650041427622751,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)(C)O)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83bc0>,0.9473999999999998,126.33000000000001,0.5454545454545454,5,9,3,<rdkit.Chem.rdchem.Mol object at 0x7e4137866b20>,0.5755221626446747,4.363604795578967,Botrytis cinerea
68,CHEMBL1090129,COc1ccc2c3c([nH]c2c1)[C@H](C(C)(C)O)N1C[C@@H]2CCCN2C[C@@]1(O)[C@H]3O,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,387.215806408,1.5040999999999998,6,4,2.0,0.0,32.259729534427564,-1.0969100130080565,-1.5086607219432697,COc1ccc2c3c([nH]c2c1)[C@H](C(C)(C)O)N1C[C@@H]2CCCN2C[C@@]1(O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83c30>,1.5040999999999998,92.19000000000001,0.6190476190476191,5,7,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866c00>,0.6243319596185225,4.262093231139753,Botrytis cinerea
69,CHEMBL2229114,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3OC,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,425.19507096399997,2.4067000000000007,5,2,3.0,0.0,29.378238950844313,-1.0969100130080565,-1.4680257588860546,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3OC,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83ca0>,2.4067000000000007,95.10000000000001,0.4782608695652174,5,8,3,<rdkit.Chem.rdchem.Mol object at 0x7e4137866ce0>,0.7367390619058801,4.423996339302002,Botrytis cinerea
70,CHEMBL1089971,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C[C@@H]2CCCN2C[C@@]1(O)[C@H]3O,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,383.22089178799996,2.699400000000001,5,3,2.0,0.0,130.38081628821453,-1.6989700043360187,-2.115213695743572,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C[C@@H]2CCCN2C[C@@]1(O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83d10>,2.699400000000001,71.96000000000001,0.5454545454545454,5,6,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866dc0>,0.6957777676961527,4.3580900628377535,Botrytis cinerea
71,CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,12.5,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,379.18959166,2.9417000000000018,3,1,2.0,0.0,32.941548516312636,-1.0969100130080565,-1.517744010628597,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83d80>,2.9417000000000018,65.64,0.45454545454545453,5,6,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866ea0>,0.8161912593908079,3.810946305780835,Botrytis cinerea
72,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,466.200490692,4.354000000000003,6,2,2.0,0.0,107.1717169552086,-1.6989700043360187,-2.030080188426428,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83df0>,4.354000000000003,69.45,0.32142857142857145,8,7,2,<rdkit.Chem.rdchem.Mol object at 0x7e4137866f80>,0.4058424794083466,4.953655653774268,Botrytis cinerea
73,CHEMBL2269608,O=C(O)C/C=C/c1ccccc1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,162.06807956,2.1745,1,1,3.0,0.0,616.5684267640023,-2.0,-2.789981281608057,O=C(O)C/C=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83e60>,2.1745,37.3,0.1,1,2,3,<rdkit.Chem.rdchem.Mol object at 0x7e4137867060>,0.7391084410439646,1.887863733353539,Botrytis cinerea
74,CHEMBL2270585,CCCCC1CCC2=C(CC(C(O)CCCC)C3=C1C(=O)OC3=O)C(=O)OC2=O,0.78,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,404.18350323599986,2.904000000000001,7,1,7.0,0.0,1.9285020236909047,0.10790539730951959,-0.2852200989331117,CCCCC1CCC2=C(CC(C(O)CCCC)C3=C1C(=O)OC3=O)C(=O)OC2=O,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83ed0>,2.904000000000001,106.97,0.6363636363636364,3,7,7,<rdkit.Chem.rdchem.Mol object at 0x7e4137867140>,0.5134154854009298,4.758726826586993,Botrytis cinerea
75,CHEMBL504381,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,205.964982728,2.4838000000000005,3,1,1.0,0.0,0.4830544498975925,1.0,0.31600391281525125,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7e4134c83f40>,2.4838000000000005,69.16,0.0,1,6,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137867220>,0.43642666972218,2.14669143733836,Botrytis cinerea
76,CHEMBL2270584,CC1=C(C)C(=O)N(c2ccc(F)c(F)c2F)C1=O,1.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,255.050713156,2.3135000000000003,2,0,1.0,0.0,3.9185720723368416,-0.0,-0.5931278389386577,CC1=C(C)C(=O)N(c2ccc(F)c(F)c2F)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90040>,2.3135000000000003,37.38,0.16666666666666666,2,6,1,<rdkit.Chem.rdchem.Mol object at 0x7e4137867300>,0.5701132599731765,2.4476416125712923,Botrytis cinerea
77,CHEMBL2270583,CC1=C(C)C(=O)N(c2nc3ccccc3[nH]2)C1=O,10.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,241.085126592,1.7724999999999997,3,1,1.0,0.0,41.45077720207254,-1.0,-1.6175326779841699,CC1=C(C)C(=O)N(c2nc3ccccc3[nH]2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df900b0>,1.7724999999999997,66.06,0.15384615384615385,3,5,1,<rdkit.Chem.rdchem.Mol object at 0x7e41378673e0>,0.7736427121799446,2.445220656761146,Botrytis cinerea
