,molecule_chembl_id,canonical_smiles,standard_value,standard_units,target_chembl_id,target_organism,units,MW,LogP,HBA,HBD,RotatableBonds,violations,uM,pMIC_ug/mL-1,pMIC_uM,NEW_SMILES,ROMol,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Molecule,QED,SA,Dataset
193,CHEMBL2272378,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,mg/L,331.001427812,2.798400000000001,5,0,3.0,0.0,9.333441721688809,-0.4913616938342727,-0.9700418200716311,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df91380>,2.798400000000001,72.91,0.3076923076923077,2,8,3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79a10>,0.6285709908318017,3.17457471332955,Botrytis cinerea
194,CHEMBL2271594,COC(=O)NCc1cc(/C(C)=N/OCc2cccc(C)n2)ccc1Cl,0.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,361.11931918,3.840220000000003,5,1,6.0,0.0,0.2763736461146011,1.0,0.5585033719081118,COC(=O)NCc1cc(/C(C)=N/OCc2cccc(C)n2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7e412df913f0>,3.840220000000003,72.81,0.2777777777777778,2,7,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79af0>,0.6263323759058593,2.4509560713414764,Botrytis cinerea
195,CHEMBL48310,CC(C)c1cccc(=O)c(O)c1,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,164.083729624,1.8758000000000001,2,1,1.0,0.0,304.49928138169594,-1.6989700043360187,-2.4835862720351263,CC(C)c1cccc(=O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91460>,1.8758000000000001,37.3,0.3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79bd0>,0.6876279347076618,1.9752795421770681,Botrytis cinerea
196,CHEMBL121188,O=c1cccccc1O,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,122.036779432,0.7523999999999997,2,1,0.0,0.0,204.7116431794175,-1.3979400086720377,-2.31114254429793,O=c1cccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7e412df914d0>,0.7523999999999997,37.3,0.0,1,2,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79cb0>,0.5509952407058899,1.684828622610171,Botrytis cinerea
197,CHEMBL477752,C/C=C\c1cc(OC)c(OC)cc1OC,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,208.109944372,2.7455000000000007,3,0,4.0,0.0,480.17593646312014,-2.0,-2.6814003920326708,C/C=C\c1cc(OC)c(OC)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7e412df91540>,2.7455000000000007,27.69,0.3333333333333333,1,3,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79d90>,0.7610614713574507,1.9589406234943496,Botrytis cinerea
202,CHEMBL2269332,CCCCCCC(C)C/C(C)=C\C(/C=C(C)/C=C/C(O)C(C)(C)c1cc(OC)c([C@@H]2O[C@H](CO)C[C@H](O)[C@H]2O)c(=O)o1)CO,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,620.3924333719999,4.884900000000008,9,5,17.0,1.0,80.53812352615229,-1.6989700043360187,-1.9060015066752969,CCCCCCC(C)C/C(C)=C\C(/C=C(C)/C=C/C(O)C(C)(C)c1cc(OC)c([C@@H]2O[C@H](CO)C[C@H](O)[C@H]2O)c(=O)o1)CO,<rdkit.Chem.rdchem.Mol object at 0x7e412df915b0>,4.884900000000008,149.82000000000002,0.6857142857142857,2,9,17,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79e70>,0.0932492024797883,5.2985317917358765,Botrytis cinerea
221,CHEMBL1275969,CC(C)c1ccccc(=O)c1O,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,164.083729624,1.8757999999999995,2,1,1.0,0.0,152.249640690848,-1.3979400086720377,-2.182556276371145,CC(C)c1ccccc(=O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7e412df91620>,1.8757999999999995,37.3,0.3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79f50>,0.6876279347076618,1.9876805037155307,Botrytis cinerea
222,CHEMBL2287628,CC(C)C[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,1.6,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,3.9776000000000034,4,1,6.0,0.0,4.599154905286154,-0.20411998265592482,-0.6626780374013994,CC(C)C[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91690>,3.9776000000000034,50.94,0.5789473684210527,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a030>,0.8594932093395549,3.7815466381364278,Botrytis cinerea
223,CHEMBL2287443,CC(C)C[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,3.9776000000000034,4,1,6.0,0.0,287.44718158038455,-2.0,-2.4585580547454744,CC(C)C[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91700>,3.9776000000000034,50.94,0.5789473684210527,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a110>,0.8594932093395549,3.7815466381364278,Botrytis cinerea
224,CHEMBL2287442,CCCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,4.121700000000003,4,1,7.0,0.0,8.910862628991921,-0.4913616938342727,-0.9499197485797471,CCCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91770>,4.121700000000003,50.94,0.5789473684210527,3,5,7,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a1f0>,0.8191329547581992,3.7259412869658597,Botrytis cinerea
225,CHEMBL2287441,CCCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,4.121700000000003,4,1,7.0,0.0,287.44718158038455,-2.0,-2.4585580547454744,CCCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df917e0>,4.121700000000003,50.94,0.5789473684210527,3,5,7,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a2d0>,0.8191329547581992,3.7259412869658597,Botrytis cinerea
226,CHEMBL2286107,CC(C)[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.4,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,1.1980962250983187,0.3979400086720376,-0.07849169981538973,CC(C)[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91850>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a3b0>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
227,CHEMBL2286111,CC(C)[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,74.8810140686449,-1.3979400086720377,-1.874371717159465,CC(C)[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df918c0>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a490>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
228,CHEMBL2286106,CC(C)[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.2,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,0.5990481125491594,0.6989700043360187,0.22253829584859147,CC(C)[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91930>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a570>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
229,CHEMBL2286110,CC(C)[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,74.8810140686449,-1.3979400086720377,-1.874371717159465,CC(C)[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df919a0>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a650>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
230,CHEMBL2287440,CCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,1.6,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.731600000000003,4,1,6.0,0.0,4.792384900393275,-0.20411998265592482,-0.6805516911433521,CCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91a10>,3.731600000000003,50.94,0.5555555555555556,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a730>,0.875879368419222,3.7501242364908727,Botrytis cinerea
231,CHEMBL2287439,CCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.731600000000003,4,1,6.0,0.0,149.7620281372898,-1.6989700043360187,-2.175401712823446,CCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91a80>,3.731600000000003,50.94,0.5555555555555556,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a810>,0.875879368419222,3.7501242364908727,Botrytis cinerea
232,CHEMBL2287438,CC[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.2,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,0.6253204767443314,0.6989700043360187,0.2038973496793749,CC[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91af0>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a8f0>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
233,CHEMBL2287437,CC[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,13.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,40.64583098838155,-1.1139433523068367,-1.6090160069634807,CC[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91b60>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a9d0>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
234,CHEMBL2287436,CC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.8,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,2.5012819069773258,0.09691001300805639,-0.3981626416485875,CC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91bd0>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7aab0>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
235,CHEMBL2287435,CC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,78.16505959304143,-1.3979400086720377,-1.8930126633286815,CC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91c40>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7ab90>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
236,CHEMBL2287434,C[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,305.12948994000004,2.9514000000000005,4,1,4.0,0.0,10.137046326301713,-0.4913616938342727,-1.0059114312248763,C[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91cb0>,2.9514000000000005,50.94,0.5,3,5,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7ac70>,0.9445986809805251,3.663479762270887,Botrytis cinerea
237,CHEMBL2287433,C[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,305.12948994000004,2.9514000000000005,4,1,4.0,0.0,327.0014943968294,-2.0,-2.5145497373906034,C[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91d20>,2.9514000000000005,50.94,0.5,3,5,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7ad50>,0.9445986809805251,3.663479762270887,Botrytis cinerea
238,CHEMBL2269721,O[C@]1(Cn2cncn2)CCC[C@@H]1Cc1ccc(Cl)cc1,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,291.113839876,2.705400000000001,4,1,4.0,0.0,10.62437024902153,-0.4913616938342727,-1.0263031970300733,O[C@]1(Cn2cncn2)CCC[C@@H]1Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91d90>,2.705400000000001,50.94,0.4666666666666667,3,5,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7ae30>,0.9421497890822668,3.3376688324303343,Botrytis cinerea
239,CHEMBL2287432,O[C@@]1(Cn2cncn2)CCC[C@H]1Cc1ccc(Cl)cc1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,291.113839876,2.705400000000001,4,1,4.0,0.0,342.7216209361784,-2.0,-2.5349415031958005,O[C@@]1(Cn2cncn2)CCC[C@H]1Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91e00>,2.705400000000001,50.94,0.4666666666666667,3,5,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7af10>,0.9421497890822668,3.3376688324303343,Botrytis cinerea
240,CHEMBL1897483,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,1.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,mg/L,408.129691748,4.169700000000004,6,0,7.0,0.0,2.4487237251944283,-0.0,-0.3889397890480025,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91e70>,4.169700000000004,69.48,0.25,2,9,7,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7aff0>,0.39177774269480653,2.6291312676750724,Botrytis cinerea
243,CHEMBL2289418,CCNC(c1ccccc1-c1cn(-c2ccccc2)nc1-c1ccc(C)cc1)C(C)C,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,409.25179799200004,6.821320000000006,3,1,7.0,1.0,61.03858370953444,-1.3979400086720377,-1.785604448042009,CCNC(c1ccccc1-c1cn(-c2ccccc2)nc1-c1ccc(C)cc1)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7e412df91ee0>,6.821320000000006,29.85,0.25,4,3,7,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7b0d0>,0.36277838492535935,2.7524551755589215,Botrytis cinerea
245,CHEMBL1088758,COc1cc(/C=C/C(=O)NCCCCNC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,200.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,440.19473661599994,2.854200000000002,6,4,11.0,0.0,454.03363481166673,-2.3010299956639813,-2.6570880265840526,COc1cc(/C=C/C(=O)NCCCCNC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7e412df91f50>,2.854200000000002,117.12000000000002,0.25,2,8,11,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7b1b0>,0.315351014430508,2.3920663577805534,Botrytis cinerea
246,CHEMBL1883512,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,7.8,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,4.0,0.0,24.387498593028926,-0.8920946026904804,-1.3871672573471243,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91fc0>,3.3415000000000017,50.94,0.5294117647058824,3,5,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7b290>,0.9399670137011117,3.488699933200582,Botrytis cinerea
253,CHEMBL4474426,CC(C)=CCc1cccc2[nH]c3c(c12)C[C@@H]1CC[C@@]2(O)[C@@]45O[C@@H]4[C@H](O)[C@@H](C(C)(C)O)O[C@H]5CC[C@]2(C)[C@@]31C,6.25,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,521.3141234759998,4.4684000000000035,5,4,3.0,1.0,11.980111098758277,-0.7958800173440752,-1.0784608455452744,CC(C)=CCc1cccc2[nH]c3c(c12)C[C@@H]1CC[C@@]2(O)[C@@]45O[C@@H]4[C@H](O)[C@@H](C(C)(C)O)O[C@H]5CC[C@]2(C)[C@@]31C,<rdkit.Chem.rdchem.Mol object at 0x7e412df92030>,4.4684000000000035,98.24000000000001,0.6875,7,6,3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7b370>,0.35302082857565487,5.7247045323116765,Botrytis cinerea
254,CHEMBL75,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.78,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,530.148760736,4.205800000000003,7,0,7.0,1.0,1.467710371819961,0.10790539730951959,-0.16664036325698733,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7e412df920a0>,4.205800000000003,69.06,0.38461538461538464,5,10,7,<rdkit.Chem.rdchem.Mol object at 0x7e4137853920>,0.45541449702144693,3.4373369828621243,Botrytis cinerea
258,CHEMBL5179336,CC(C)=CCc1ccc2c3c([nH]c2c1)[C@@]1(C)[C@@H](CC[C@@]2(O)[C@@]45O[C@@H]4[C@H](O)[C@@H](C(C)(C)O)O[C@H]5CC[C@@]21C)C3,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,521.3141234759998,4.4684000000000035,5,4,3.0,1.0,47.92044439503312,-1.3979400086720377,-1.680520836873237,CC(C)=CCc1ccc2c3c([nH]c2c1)[C@@]1(C)[C@@H](CC[C@@]2(O)[C@@]45O[C@@H]4[C@H](O)[C@@H](C(C)(C)O)O[C@H]5CC[C@@]21C)C3,<rdkit.Chem.rdchem.Mol object at 0x7e412df92110>,4.4684000000000035,98.24000000000001,0.6875,7,6,3,<rdkit.Chem.rdchem.Mol object at 0x7e4137852c70>,0.35302082857565487,5.672960796047941,Botrytis cinerea
266,CHEMBL5267986,C=CC1OC1(C)CC(C)/C(C)=C/C=C(C)\C=C(OC)\C(=C/C(=O)OC)OC,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,376.2249741239999,4.482300000000004,5,0,10.0,0.0,8.233884826543918,-0.4913616938342727,-0.9156047879048163,C=CC1OC1(C)CC(C)/C(C)=C/C=C(C)\C=C(OC)\C(=C/C(=O)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7e412df92180>,4.482300000000004,57.290000000000006,0.5,1,5,10,<rdkit.Chem.rdchem.Mol object at 0x7e4137852730>,0.1404643754939498,4.790528257522892,Botrytis cinerea
267,CHEMBL2289503,C[C@@H]1CCC/C=C/C=C/[C@H](O)C[C@@H](O)C[C@@H]2O[C@@H]2/C=C/[C@@H](O)C/C=C/C=C\C(=O)O1,0.02,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,418.2355388079999,2.9034000000000013,6,3,0.0,0.0,0.0477862996678852,1.6989700043360187,1.320696597770426,C[C@@H]1CCC/C=C/C=C/[C@H](O)C[C@@H](O)C[C@@H]2O[C@@H]2/C=C/[C@@H](O)C/C=C/C=C\C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7e412df921f0>,2.9034000000000013,99.52,0.5416666666666666,2,6,0,<rdkit.Chem.rdchem.Mol object at 0x7e4137853140>,0.31779617155982004,5.20972389209358,Botrytis cinerea
268,CHEMBL503476,C[C@@H]1CCC/C=C/CCC(=O)C[C@@H](O)C/C=C\C=C\[C@@H](O)C/C=C/C=C\C(=O)O1,0.02,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,402.2406241879999,4.124400000000003,5,2,0.0,0.0,0.04968561427567068,1.6989700043360187,1.3037693365194336,C[C@@H]1CCC/C=C/CCC(=O)C[C@@H](O)C/C=C\C=C\[C@@H](O)C/C=C/C=C\C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7e412df92260>,4.124400000000003,83.83,0.5,1,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4137853d80>,0.47022724355586953,4.724593271239902,Botrytis cinerea
271,CHEMBL5267834,C[C@@H]1CCCCC/C=C/[C@H](O)C[C@@H](O)C/C=C\C=C\[C@@H](O)C/C=C/C=C\C(=O)O1,0.02,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,404.2562742519999,3.9162000000000035,5,3,0.0,0.0,0.04943801338287021,1.6989700043360187,1.3059389892580715,C[C@@H]1CCCCC/C=C/[C@H](O)C[C@@H](O)C/C=C\C=C\[C@@H](O)C/C=C/C=C\C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7e412df922d0>,3.9162000000000035,86.99,0.5416666666666666,1,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e41378535a0>,0.42078964495596094,4.804225897130982,Botrytis cinerea
273,CHEMBL5279385,CO[C@H]1/C=C/C=C/CCC[C@@H](C)OC(=O)/C=C\C=C\C[C@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C=C/C=C\C[C@H](O)C1,0.02,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,578.3090976719999,2.1704999999999997,10,5,4.0,1.0,0.03456028090596319,1.6989700043360187,1.4614227362332497,CO[C@H]1/C=C/C=C/CCC[C@@H](C)OC(=O)/C=C\C=C\C[C@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C=C/C=C\C[C@H](O)C1,<rdkit.Chem.rdchem.Mol object at 0x7e412df92340>,2.1704999999999997,155.14000000000001,0.5806451612903226,2,10,4,<rdkit.Chem.rdchem.Mol object at 0x7e41378528f0>,0.3135736717425068,5.631545746339326,Botrytis cinerea
